FALSE,30068,2000,Stern C E,NeuroImage,1,Working Memory I vs. Control,Cognition.Memory.Explicit,20
FALSE,30068,2000,Stern C E,NeuroImage,2,Working Memory II vs. Control,Cognition.Memory.Working,18
TRUE,30068,2000,Stern C E,NeuroImage,3,Working Memory I vs. Working Memory II,Cognition.Memory.Explicit,5
TRUE,30117,2002,Bunge S A,NeuroImage,1,Incongruent vs. Neutral,Cognition.Attention,27
FALSE,30123,1991,Colebatch J G,Journal of Neurophysiology,1,Index - Rest,Action.Execution,3
TRUE,30123,1991,Colebatch J G,Journal of Neurophysiology,2,Shoulder - Rest,Action.Execution,12
TRUE,30123,1991,Colebatch J G,Journal of Neurophysiology,3,Opposition - Rest,Action.Execution,8
TRUE,30123,1991,Colebatch J G,Journal of Neurophysiology,4,Fist - Rest,Action.Execution,5
FALSE,30154,2000,Mellet E,NeuroImage,1,Mental Navigation vs. Rest,"Cognition.Space,Cognition.Memory.Working",11
TRUE,30154,2000,Mellet E,NeuroImage,2,Mental Map vs. Rest,"Cognition.Space,Cognition.Memory.Working",17
FALSE,30154,2000,Mellet E,NeuroImage,3,Conjunction of Mental Navigation and Mental Map,"Cognition.Space,Cognition.Memory.Working",15
FALSE,30154,2000,Mellet E,NeuroImage,4,Mental Navigation vs. Mental Map,Cognition.Space,6
FALSE,30154,2000,Mellet E,NeuroImage,5,Mental Map vs. Mental Navigation,Cognition.Space,4
FALSE,30197,2001,Muley S A,NeuroImage,1,"Baseline - Activation Effects in SF2, Canonical Variates Analysis, Increases",Action.Execution,6
FALSE,30197,2001,Muley S A,NeuroImage,2,"Baseline - Activation Effects in SF2, Canonical Variates Analysis, Decreases",Action.Execution,1
TRUE,30197,2001,Muley S A,NeuroImage,3,"Baseline - Activation Effects in SF3, Canonical Variates Analysis, Increases",Action.Execution,8
FALSE,30197,2001,Muley S A,NeuroImage,4,"Baseline - Activation Effects in SF3, Canonical Variates Analysis, Decreases",Action.Execution,2
FALSE,30197,2001,Muley S A,NeuroImage,5,"Reproducible Activations for a Linear Force Effect, GLM Analyses, Increases",Action.Execution,8
FALSE,30197,2001,Muley S A,NeuroImage,6,"Reproducible Activations for a Linear Force Effect, GLM Analyses, Decreases",Action.Execution,4
TRUE,30374,1999,Callicott J H,Cerebral Cortex,1,Significant Increases in Activation as a Function of Working Memory Load,Cognition.Memory.Working,18
TRUE,30418,1999,Tatsumi I F,NeuroImage,1,"Verb Generation - Rest, Akita","Action.Execution.Speech,Cognition.Language.Semantics,Cognition.Language.Speech",8
FALSE,30418,1999,Tatsumi I F,NeuroImage,2,"Verb Generation - Rest, Fukui","Action.Execution.Speech,Cognition.Language.Semantics,Cognition.Language.Speech",6
FALSE,30418,1999,Tatsumi I F,NeuroImage,3,"Verb Generation - Rest, Sendai","Action.Execution.Speech,Cognition.Language.Semantics,Cognition.Language.Speech",6
FALSE,30418,1999,Tatsumi I F,NeuroImage,4,"Verb Generation - Rest, Tokyo","Action.Execution.Speech,Cognition.Language.Semantics,Cognition.Language.Speech",5
FALSE,30418,1999,Tatsumi I F,NeuroImage,5,"Verb Generation - Rest, Pooled Analysis","Action.Execution.Speech,Cognition.Language.Semantics,Cognition.Language.Speech",5
FALSE,30418,1999,Tatsumi I F,NeuroImage,6,"Rest - Verb Generation, Pooled Analysis","Action.Execution.Speech,Cognition.Language.Semantics,Cognition.Language.Speech",3
TRUE,5040016,2001,Coghill R C,Journal of Neurophysiology,1,"Pain Intensity-Dependent, Left Stimulation",Perception.Somesthesis.Pain,54
FALSE,5040016,2001,Coghill R C,Journal of Neurophysiology,2,"Pain Intensity-Dependent, Right Stimulation",Perception.Somesthesis.Pain,42
FALSE,5040016,2001,Coghill R C,Journal of Neurophysiology,3,"Pain Intensity-Independent, Left Stimulation",Perception.Somesthesis.Pain,35
FALSE,5040016,2001,Coghill R C,Journal of Neurophysiology,4,"Pain Intensity-Independent, Right Stimulation",Perception.Somesthesis.Pain,37
FALSE,5040016,2001,Coghill R C,Journal of Neurophysiology,5,Quantitatively Lateralized Regions,Perception.Somesthesis.Pain,5
FALSE,5040016,2001,Coghill R C,Journal of Neurophysiology,6,Qualitatively Lateralized Regions,Perception.Somesthesis.Pain,4
TRUE,5070176,2000,de Zubicaray G I,Neuropsychologia,1,Increases,"Action.Inhibition,Cognition.Attention",15
FALSE,5070176,2000,de Zubicaray G I,Neuropsychologia,2,Decreases,"Action.Inhibition,Cognition.Attention",11
FALSE,5070176,2000,de Zubicaray G I,Neuropsychologia,3,Linear Increases With Number of Trials Equated Per Block,"Action.Inhibition,Cognition.Attention",11
FALSE,5070176,2000,de Zubicaray G I,Neuropsychologia,4,Linear Decreases With Number of Trials Equated Per Block,"Action.Inhibition,Cognition.Attention",11
TRUE,5080194,2001,Temple E,Neuroreport,1,"Rhyme Letters vs. Match Letters, Normal-Reading Children",Cognition.Language.Phonology,9
FALSE,5080194,2001,Temple E,Neuroreport,2,"Rhyme Letters vs. Match Letters, Dyslexic Children",Cognition.Language.Phonology,19
FALSE,5080194,2001,Temple E,Neuroreport,3,"Match Letter vs. Match Lines, Normal-Reading Children",Cognition.Language.Orthography,20
FALSE,5080194,2001,Temple E,Neuroreport,4,"Match Letter vs. Match Lines, Dyslexic Childen",Cognition.Language.Orthography,17
TRUE,5090234,2004,Koyama M,Neuron,1,Serial Saccades > Fixation,"Perception.Vision.Motion,Action.Execution",35
FALSE,6020017,2004,Watanabe J,NeuroImage,1,LEFT > REST,Action.Execution,18
TRUE,6020017,2004,Watanabe J,NeuroImage,2,RIGHT > REST,Action.Execution,17
FALSE,6020017,2004,Watanabe J,NeuroImage,3,RETR > REST,Action.Execution,11
FALSE,6020017,2004,Watanabe J,NeuroImage,4,LEFT > RETR,Action.Execution,8
FALSE,6020017,2004,Watanabe J,NeuroImage,5,RIGHT > RETR,Action.Execution,8
FALSE,6020017,2004,Watanabe J,NeuroImage,6,(LEFT + RIGHT) > (2*RETR),Action.Execution,10
TRUE,7080218,2005,Kuhtz-Buschbeck J P,Journal of Urology,1,Urge to Void vs. Withholding,Interoception.Gastrointestinal/Genitourinary (GI/GU),17
TRUE,7080218,2005,Kuhtz-Buschbeck J P,Journal of Urology,2,Contraction vs. Rest,"Interoception.Gastrointestinal/Genitourinary (GI/GU),Action.Execution",6
TRUE,7080221,2007,Mochizuki H,NeuroImage,1,Itching,Perception.Somesthesis.Pain,7
FALSE,7080221,2007,Mochizuki H,NeuroImage,2,Itching > Pain,Perception.Somesthesis.Pain,2
FALSE,7080221,2007,Mochizuki H,NeuroImage,3,Pain,Perception.Somesthesis.Pain,7
FALSE,7080221,2007,Mochizuki H,NeuroImage,4,Pain > Itching,Perception.Somesthesis.Pain,1
FALSE,7090265,2004,Liu X,NeuroImage,1,Simon Incongruent > Simon Congruent,Cognition.Attention,34
TRUE,7090265,2004,Liu X,NeuroImage,2,Stroop Incongruent > Stroop Congruent,Cognition.Attention,15
FALSE,7090265,2004,Liu X,NeuroImage,3,Simon Incongruent > Simon Congruent and Stroop Incongruent > Stroop Congruent,Cognition.Attention,5
FALSE,7120370,2004,Simon O,NeuroImage,1,Calculation Only,Cognition.Other,11
FALSE,7120370,2004,Simon O,NeuroImage,2,Manual Tasks Only,Action.Execution,7
FALSE,7120370,2004,Simon O,NeuroImage,3,Visuospatial Tasks Only,"Action.Execution,Perception.Vision.Motion,Cognition.Attention",6
FALSE,7120370,2004,Simon O,NeuroImage,4,Saccades Only,Perception.Vision.Motion,8
TRUE,7120370,2004,Simon O,NeuroImage,5,Grasping Only,Action.Execution,15
FALSE,7120370,2004,Simon O,NeuroImage,6,Calculation and Language,"Cognition.Other,Cognition.Language.Phonology",9
FALSE,7120370,2004,Simon O,NeuroImage,7,Attention Only,Cognition.Attention,9
FALSE,7120370,2004,Simon O,NeuroImage,8,Saccades + Pointing + Attention,"Action.Execution,Perception.Vision.Motion,Cognition.Attention",5
FALSE,7120387,2007,Kramer U M,NeuroImage,1,High > Low Provocation,"Emotion.Other,Cognition.Other",20
FALSE,7120387,2007,Kramer U M,NeuroImage,2,"High > Low Provocation > (Computer Opponent, Win + Computer Opponent, Loss)","Emotion.Other,Cognition.Other",12
FALSE,7120387,2007,Kramer U M,NeuroImage,3,"High > Low Provocation, Low Selection","Emotion.Other,Cognition.Other",2
FALSE,7120387,2007,Kramer U M,NeuroImage,4,"High > Low Selection, High Provocation","Emotion.Other,Cognition.Other",20
TRUE,7120387,2007,Kramer U M,NeuroImage,5,Win > Loss,"Emotion.Other,Cognition.Other",15
FALSE,7120387,2007,Kramer U M,NeuroImage,6,Loss > Win,"Emotion.Other,Cognition.Other",2
FALSE,7120387,2007,Kramer U M,NeuroImage,7,"Win, High Provocation > Win, Low Provocation","Emotion.Other,Cognition.Other",11
FALSE,8020062,1995,Stephan K M,Journal of Neurophysiology,1,Imagined Movement vs. Motor Preparation,Action.Imagination,26
TRUE,8020062,1995,Stephan K M,Journal of Neurophysiology,2,Executed Movement vs. Motor Preparation,Action.Execution,41
FALSE,8020062,1995,Stephan K M,Journal of Neurophysiology,3,Executed vs. Imagined Movements,Action.Execution,21
FALSE,8020062,1995,Stephan K M,Journal of Neurophysiology,4,Imagined vs. Executed Movements,Action.Imagination,3
TRUE,8080188,2003,McKay L C,Journal of Applied Physiology,1,Voluntary - Spontaneous Breathing,Interoception.Respiration Regulation,26
FALSE,8110301,2007,Schoning S,Neuropsychologia,1,"Mental Rotation, Males","Cognition.Space,Perception.Vision.Shape",30
TRUE,8110301,2007,Schoning S,Neuropsychologia,2,"Mental Rotation, Early Follicular Females","Cognition.Space,Perception.Vision.Shape",34
FALSE,8110301,2007,Schoning S,Neuropsychologia,3,"Mental Rotation, Midluteal Females","Cognition.Space,Perception.Vision.Shape",32
FALSE,8110301,2007,Schoning S,Neuropsychologia,4,Males vs. Early Follicular Females,"Cognition.Space,Perception.Vision.Shape",4
FALSE,8110301,2007,Schoning S,Neuropsychologia,5,Males vs. Midluteal Females,"Cognition.Space,Perception.Vision.Shape",4
FALSE,8110301,2007,Schoning S,Neuropsychologia,6,Early Follicular Females vs. Males,"Cognition.Space,Perception.Vision.Shape",4
